City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,parana,-31.732,-60.5238,55.54,80,100,12.17,AR,1690220241
369,tynda,55.1667,124.7167,60.26,90,100,2.82,RU,1690220241
370,raton,36.9034,-104.4391,88.14,36,0,4.61,US,1690220242
371,nova sintra,14.8667,-24.7167,73.69,78,90,12.46,CV,1690220242
372,constantia,44.1833,28.65,81.28,67,0,20.69,RO,1690220242
373,yeppoon,-23.1333,150.7333,58.78,88,99,19.93,AU,1690220242
374,erdenet,49.0333,104.0833,57.99,73,91,4.99,MN,1690220243
375,galesong,-5.3166,119.3661,73.42,80,9,7.74,ID,1690220243
376,assab,13.0092,42.7394,92.37,66,100,13.02,ER,1690220243
377,peace river,56.2501,-117.286,66.51,72,100,4.61,CA,1690220243
378,al fuwayliq,26.4432,43.2534,94.53,9,63,9.08,SA,1690220244
379,sao desiderio,-12.3633,-44.9733,86.9,29,42,9.93,BR,1690220244
380,wamba,8.9333,8.6,75.78,86,84,4.54,NG,1690220244
381,gulf shores,30.246,-87.7008,92.17,55,20,8.01,US,1690220244
382,jining,35.405,116.5814,81.75,68,99,4.81,CN,1690220245
383,conduaga,8.862,117.4893,79.54,89,100,11.65,PH,1690220245
384,khovd,48.0056,91.6419,64.44,44,45,1.61,MN,1690220245
385,chela,34.069,104.4619,55.42,92,69,2.62,CN,1690220245
386,arno,60.1167,18.6333,62.53,72,36,11.12,SE,1690220245
387,nar'yan-mar,67.6713,53.087,59.63,82,98,7.2,RU,1690220246
388,hadibu,12.65,54.0333,77.16,79,81,23.13,YE,1690220246
389,al hazm,16.1641,44.7769,87.6,37,98,15.73,YE,1690220246
390,saint-joseph,-21.3667,55.6167,68.38,83,39,7.54,RE,1690219970
391,neiafu,-18.65,-173.9833,61.48,100,20,0.0,TO,1690219963
392,jorhat,26.75,94.2167,79.95,92,99,2.93,IN,1690220247
393,shymkent,42.3,69.6,88.39,13,0,6.71,KZ,1690220247
394,santa isabel,-23.3156,-46.2214,85.08,28,1,3.33,BR,1690220247
395,hamilton,39.1834,-84.5333,87.75,66,40,12.66,US,1690220129
396,russkiy kameshkir,52.8589,46.0892,61.9,80,73,4.25,RU,1690220248
397,menaka,15.9182,2.4022,96.93,36,80,11.14,ML,1690220248
398,nichinan,31.6,131.3667,76.68,91,32,1.63,JP,1690220248
399,semenov,56.7875,44.493,56.28,87,99,5.64,RU,1690220249
400,kolonia town,6.964,158.206,77.0,94,100,3.44,FM,1690220249
401,boa vista,2.8197,-60.6733,85.98,62,75,2.3,BR,1690220249
402,newman,37.3138,-121.0208,87.06,13,83,2.77,US,1690220249
403,tortoli,39.9256,9.6572,109.22,10,0,9.22,IT,1690220250
404,east london,-33.0153,27.9116,52.74,76,0,8.05,ZA,1690220012
405,cholpon-ata,42.6494,77.0823,71.65,59,57,0.22,KG,1690220032
406,point pedro,9.8167,80.2333,81.37,79,100,11.88,LK,1690220251
407,rockland,41.1668,-74.0496,86.97,53,95,1.01,US,1690220252
408,ad dabbah,18.05,30.95,99.93,10,74,10.42,SD,1690220252
409,kapuskasing,49.4169,-82.4331,68.09,56,100,6.91,CA,1690220124
410,sao vicente,-23.9631,-46.3919,88.27,42,0,5.99,BR,1690220253
411,gerzat,45.8243,3.144,73.35,56,0,18.41,FR,1690220253
412,kristinestad,62.2743,21.376,62.1,84,94,5.48,FI,1690220253
413,barra de santo antonio,-9.4047,-35.5072,81.68,80,55,10.67,BR,1690220254
414,kavaratti,10.5669,72.642,82.63,81,73,17.72,IN,1690220254
415,ternate,0.8,127.4,79.99,80,28,7.81,ID,1690220254
416,akdepe,42.0551,59.3788,89.69,19,69,11.16,TM,1690220254
417,prince george,53.9166,-122.753,58.44,88,100,2.3,CA,1690220255
418,bamboo flat,11.7,92.7167,77.09,88,100,1.14,IN,1690220255
419,alofi,-19.0595,-169.9187,71.49,64,5,9.22,NU,1690219980
420,mejit,10.2753,170.8646,82.53,77,87,16.8,MH,1690220255
421,lubang,13.8584,120.124,83.05,80,100,15.68,PH,1690220255
422,mokpo,34.7936,126.3886,77.05,96,100,5.91,KR,1690220256
423,kismayo,-0.3582,42.5454,77.04,78,57,15.88,SO,1690220256
424,jangaon,17.7167,79.1833,73.49,98,100,8.08,IN,1690220256
425,cill airne,52.05,-9.5167,57.67,75,100,8.61,IE,1690220256
426,kuching,1.55,110.3333,78.98,90,20,0.0,MY,1690220256
427,olinda,-8.0089,-34.8553,74.93,88,75,10.36,BR,1690220257
428,jackson,42.4165,-122.8345,76.39,44,0,3.0,US,1690220161
429,kutum,14.2,24.6667,81.23,42,99,7.7,SD,1690220257
430,gamboma,-1.8764,15.8644,82.81,52,71,1.77,CG,1690220257
431,umm ruwaba,12.9061,31.2158,92.61,36,98,14.45,SD,1690220257
432,carutapera,-1.195,-46.02,81.95,73,43,6.8,BR,1690220258
433,lefka,35.1106,32.8506,87.46,39,0,8.48,CY,1690220258
434,gainsborough,53.3833,-0.7667,64.0,63,96,9.46,GB,1690220125
435,inari,68.906,27.0288,52.0,97,100,7.96,FI,1690220012
436,bokhan,53.153,103.7714,58.24,91,6,3.06,RU,1690220258
437,marsh harbour,26.5412,-77.0636,86.09,67,14,6.38,BS,1690220259
438,peniche,39.3558,-9.3811,72.09,73,5,15.48,PT,1690220259
439,yasnyy,51.0333,59.8742,70.2,43,100,8.59,RU,1690220259
440,neftegorsk,52.802,51.166,66.61,68,55,5.95,RU,1690220157
441,melekeok village,7.4957,134.6367,79.36,94,75,5.75,PW,1690220259
442,prince rupert,54.3161,-130.3201,60.49,92,40,3.44,CA,1690220260
443,beyneu,45.3167,55.2,92.8,21,27,11.72,KZ,1690220260
444,zouerate,22.7187,-12.4521,101.07,13,0,14.74,MR,1690220260
445,novi vinodolski,45.1281,14.7889,83.16,83,20,6.91,HR,1690220260
446,fang,19.9169,99.2145,73.24,95,82,1.36,TH,1690220260
447,basoko,1.2391,23.616,76.17,84,85,1.59,CD,1690220260
448,malvan,16.0667,73.4667,80.56,84,100,19.69,IN,1690220261
449,ust'-ordynskiy,52.805,104.7508,56.19,93,1,4.23,RU,1690220261
450,barah,13.7,30.3667,95.0,30,87,14.36,SD,1690220261
451,nantucket,41.2835,-70.0995,84.25,69,99,11.27,US,1690220178
452,taksimo,56.3444,114.8794,61.97,73,40,1.01,RU,1690220261
453,kargopol',61.5071,38.9456,55.2,92,73,3.74,RU,1690219971
454,wenling,28.3669,121.36,79.21,92,96,5.82,CN,1690220262
455,tralee,52.2704,-9.7026,57.9,75,100,8.43,IE,1690220262
456,alesund,62.4723,6.1549,59.0,83,75,16.11,NO,1690220262
457,renfrew,55.872,-4.3925,62.47,67,98,9.22,GB,1690220263
458,sangkhla buri,15.1555,98.4536,73.31,98,98,0.29,TH,1690220263
459,okhotsk,59.3833,143.3,55.98,75,10,3.44,RU,1690219975
460,cafayate,-26.073,-65.9761,61.88,42,96,5.99,AR,1690220264
461,mitu,1.1983,-70.1733,78.13,80,98,2.51,CO,1690220264
462,moussoro,13.6408,16.4901,91.98,43,26,10.6,TD,1690220264
463,bozhou,33.8772,115.7703,82.36,67,100,4.79,CN,1690220264
464,gemena,3.25,19.7667,74.97,85,86,2.42,CD,1690220265
465,gaalkacyo,6.7697,47.4308,85.03,44,98,25.01,SO,1690220265
466,wewak,-3.5534,143.6268,78.19,87,100,4.23,PG,1690220265
467,jinchang,38.4953,102.1739,81.19,18,90,6.04,CN,1690220265
468,paita,-5.0892,-81.1144,76.95,68,34,14.43,PE,1690220265
469,butterworth,5.3991,100.3638,81.12,84,20,3.44,MY,1690220266
470,saint-leu,-21.15,55.2833,70.63,89,15,3.91,RE,1690220266
471,puerto aysen,-45.4,-72.7,35.64,80,100,0.0,CL,1690220266
472,abong mbang,3.9833,13.1833,69.26,97,58,3.49,CM,1690220266
473,aasiaat,68.7098,-52.8699,38.68,94,99,6.55,GL,1690220266
474,hatillo,18.4863,-66.8254,92.41,72,25,11.99,PR,1690220267
475,gatton,-27.55,152.2833,51.64,90,4,3.36,AU,1690220267
476,sisimiut,66.9395,-53.6735,48.74,73,60,14.38,GL,1690220267
477,colonia,50.9333,6.95,69.96,80,20,16.11,DE,1690220267
478,san antonio de pale,-1.4014,5.6325,72.59,84,100,9.98,GQ,1690219968
479,'ali sabieh,11.1558,42.7125,98.73,39,94,7.76,DJ,1690220268
480,itabera,-23.8619,-49.1372,77.36,39,1,4.97,BR,1690220268
481,iranshahr,27.2025,60.6848,97.14,41,99,16.11,IR,1690220268
482,moissala,8.3404,17.7663,80.37,69,39,1.66,TD,1690220268
483,ketchikan,55.3422,-131.6461,63.07,72,20,11.5,US,1690220032
484,paciran,-6.8767,112.3761,76.53,80,37,6.93,ID,1690220268
485,buala,-8.145,159.5921,79.07,86,94,4.83,SB,1690220269
486,elliot,-31.3333,27.85,41.09,52,0,1.99,ZA,1690220269
487,iquitos,-3.7481,-73.2472,75.24,88,75,10.36,PE,1690220269
488,lhasa,29.65,91.1,51.01,93,100,3.38,CN,1690220269
489,huayin,34.5675,110.0921,79.75,69,0,8.68,CN,1690220269
490,milton,34.1322,-84.3007,89.91,54,0,1.99,US,1690220270
491,bhanjanagar,19.9333,84.5833,79.36,92,58,2.64,IN,1690220270
492,forster,-32.1667,152.5167,52.27,91,41,6.78,AU,1690220270
493,dunedin,-45.8742,170.5036,42.8,95,68,1.99,NZ,1690220270
494,anaconda,46.1285,-112.9423,83.39,22,98,10.4,US,1690220271
495,sinabang,2.4803,96.3801,79.39,80,18,2.06,ID,1690220271
496,north tamworth,-31.0778,150.9261,39.31,93,0,6.91,AU,1690220271
497,teluk nibung,3.001,99.8164,76.51,93,26,4.23,ID,1690220271
498,prineville,44.2999,-120.8345,80.02,45,0,10.36,US,1690220271
499,fauske,67.2588,15.3918,59.45,94,100,0.4,NO,1690220272
500,changji,44.0167,87.3167,86.79,26,0,4.47,CN,1690220272
501,fale old settlement,-9.3852,-171.2468,83.62,72,33,17.52,TK,1690220272
502,revelstoke,50.9832,-118.2023,75.22,46,0,2.3,CA,1690220272
503,puerto baquerizo moreno,-0.9,-89.6,77.99,89,75,11.5,EC,1690220158
504,chazuta,-6.5742,-76.1367,90.45,45,42,2.01,PE,1690220273
505,stung treng,13.5259,105.9683,73.9,99,98,2.3,KH,1690220273
506,lampazos de naranjo,27.0167,-100.5167,96.01,34,3,10.4,MX,1690220273
507,leer,53.2316,7.461,63.93,86,100,1.01,DE,1690220273
508,shevchenko,48.5,35.0,74.37,36,27,3.2,UA,1690220275
509,murzuq,25.9155,13.9184,97.66,13,4,5.7,LY,1690220275
510,qamdo,31.1667,97.2333,41.52,92,100,1.88,CN,1690220275
511,kimbe,-5.5502,150.1429,78.08,80,71,10.38,PG,1690220275
512,bac lieu,9.285,105.7244,77.72,89,89,8.01,VN,1690220276
513,pacific grove,36.6177,-121.9166,71.82,90,100,8.99,US,1690220277
514,ippy,6.2679,21.2247,76.03,77,84,3.69,CF,1690220277
515,general luna,13.6881,122.1708,81.01,83,100,13.18,PH,1690220277
516,gadzhiyevo,69.2551,33.3362,48.69,96,100,14.34,RU,1690220277
517,turpan,42.9333,89.1667,96.15,21,27,4.45,CN,1690220278
518,ayaviri,-14.8864,-70.5889,61.9,16,18,7.07,PE,1690220278
519,shushtar,32.0455,48.8567,103.87,9,0,7.58,IR,1690220278
520,verkhniy baskunchak,48.2256,46.7217,80.58,42,100,6.98,RU,1690220278
521,singkil,-7.9855,111.4161,70.5,88,44,3.09,ID,1690220279
522,yuzhno-kurilsk,44.0306,145.8556,62.42,99,100,7.25,RU,1690220279
523,zyryanskoye,56.8306,86.6258,63.91,94,99,4.61,RU,1690220279
524,fruita,39.1589,-108.729,93.61,20,0,3.44,US,1690220196
525,volkovysk,53.1561,24.4513,66.97,68,100,6.91,BY,1690220280
526,astaneh-ye ashrafiyeh,37.2596,49.9444,78.73,66,11,3.53,IR,1690220280
527,tonghae,37.5439,129.1069,76.17,86,95,7.38,KR,1690220280
528,kurikka,62.6167,22.4167,61.86,94,100,4.81,FI,1690220280
529,umluj,25.0213,37.2685,91.36,42,2,4.07,SA,1690220280
530,la gomera,14.0833,-91.05,89.64,61,95,5.64,GT,1690220280
531,harstad,68.799,16.5293,62.24,97,98,5.99,NO,1690220014
532,bel ombre,-4.6167,55.4167,78.64,83,40,9.22,SC,1690220281
533,katsuren-haebaru,26.3369,127.8719,84.22,83,40,5.75,JP,1690220281
534,dupnitsa,42.2667,23.1167,78.28,39,1,4.76,BG,1690220281
535,illizi,26.4833,8.4667,105.6,6,51,16.84,DZ,1690220281
536,saipan,15.1355,145.701,82.65,100,20,6.91,MP,1690220282
537,jabat,7.75,168.9751,82.17,81,100,17.92,MH,1690220282
538,shahritus,37.2637,68.1385,90.9,16,39,3.87,TJ,1690220282
539,banamba,13.55,-7.45,92.28,39,81,11.77,ML,1690220282
540,port-vila,-17.7338,168.3219,69.4,100,100,9.22,VU,1690220283
541,cananea,30.95,-110.3,88.41,25,46,7.38,MX,1690220283
542,zarinsk,53.7074,84.9493,58.32,89,37,7.31,RU,1690220283
543,kailua-kona,19.6406,-155.9956,80.56,83,40,3.44,US,1690220009
544,nuuk,64.1835,-51.7216,57.81,58,20,10.36,GL,1690220284
545,tarauaca,-8.1614,-70.7656,95.77,31,1,0.76,BR,1690220284
546,port blair,11.6667,92.75,77.04,88,100,1.14,IN,1690220284
547,ancud,-41.8697,-73.8203,45.99,89,100,21.36,CL,1690220285
548,bni bouayach,35.1022,-3.841,86.56,45,4,13.8,MA,1690220285
549,broome,42.2506,-75.833,81.01,68,20,11.01,US,1690220285
550,la sarre,48.8002,-79.1996,60.82,95,100,5.39,CA,1690220113
551,burutu,5.3509,5.5076,74.03,97,100,6.11,NG,1690220286
552,kangding,30.0513,101.9603,60.85,99,100,1.41,CN,1690220286
553,porangatu,-13.4408,-49.1486,92.5,20,0,5.08,BR,1690220286
554,briviesca,42.5499,-3.3232,68.14,62,76,10.87,ES,1690220286
555,tual,-5.6667,132.75,77.94,76,89,23.94,ID,1690220287
556,lombardia,19.15,-102.0333,77.85,73,100,3.67,MX,1690220287
557,kuanda,56.3161,116.0806,62.89,77,73,2.24,RU,1690220287
558,union de san antonio,21.1,-101.9667,84.02,35,53,8.84,MX,1690220288
559,sorsk,54.0033,90.2467,55.08,89,86,3.4,RU,1690220288
560,vredendal,-31.6683,18.5012,51.93,52,64,9.06,ZA,1690220289
561,rio grande,-32.035,-52.0986,59.11,84,100,14.38,BR,1690220289
562,acapulco de juarez,16.8634,-99.8901,89.42,55,75,3.44,MX,1690220031
563,papao,-17.75,-149.55,78.48,85,13,21.88,PF,1690220289
564,mount isa,-20.7333,139.5,53.37,54,2,13.8,AU,1690220290
565,gorom-gorom,14.4439,-0.2361,92.21,37,84,1.99,BF,1690220290
566,maputo,-25.9653,32.5892,64.08,82,100,14.97,MZ,1690220290
567,bikenibeu village,1.3673,173.1241,80.56,94,40,1.14,KI,1690220290
568,san luis de la loma,17.2706,-100.8939,88.95,56,100,7.27,MX,1690220291
569,sarmiento,-45.5882,-69.07,38.86,64,98,10.94,AR,1690220291
570,bazarak,35.3129,69.5152,68.77,49,22,1.7,AF,1690220291
571,ghadamis,30.1337,9.5007,103.78,9,0,8.19,LY,1690220291
572,bhachau,23.2833,70.35,83.21,81,42,14.94,IN,1690220291
573,cedeira,43.6797,-8.0209,66.97,70,44,10.11,ES,1690220292
574,sinop,41.7711,34.8709,61.29,90,40,0.69,TR,1690220292
575,mweka,-4.85,21.5667,80.29,32,9,1.19,CD,1690220292
576,el porvenir,13.7617,-87.3458,81.73,39,91,6.33,HN,1690220293
577,likiep,9.8251,169.3107,83.53,70,55,19.57,MH,1690220293
578,siracusa,37.0881,15.2792,102.31,41,0,3.4,IT,1690220013
579,maych'ew,12.7875,39.5422,64.8,67,84,2.8,ET,1690220293
580,sao joao da barra,-21.6403,-41.0511,80.69,68,11,13.71,BR,1690220293
581,veraval,20.9,70.3667,81.01,88,93,19.28,IN,1690220294
582,manismata,-2.4667,111.0333,72.59,98,17,3.31,ID,1690220299
583,yaring,6.8662,101.3689,79.23,80,83,7.78,TH,1690220300
584,antofagasta,-23.65,-70.4,65.48,69,33,8.5,CL,1690220300
585,new norfolk,-42.7826,147.0587,45.9,93,46,4.0,AU,1690220301
586,noosa heads,-26.3833,153.15,59.34,71,97,21.32,AU,1690220302
587,soio,-6.1349,12.3689,70.81,85,13,9.06,AO,1690220302
588,wickenburg,33.9686,-112.7296,102.18,27,90,7.76,US,1690220302
589,saham,24.1722,56.8886,91.42,75,98,12.75,OM,1690220302
590,childress,34.4264,-100.204,97.92,28,0,14.97,US,1690220285
591,thief river falls,48.1191,-96.1812,81.55,65,0,9.22,US,1690220257
592,korla,41.7597,86.1469,83.91,32,88,14.05,CN,1690220303
593,syktyvkar,61.6764,50.8099,58.91,100,40,0.0,RU,1690220303
594,new martinsville,39.6445,-80.8576,84.92,70,1,4.0,US,1690220303
595,guanare,9.0418,-69.7421,86.88,61,7,3.89,VE,1690220303
596,menongue,-14.6585,17.691,65.28,19,62,4.43,AO,1690220304
597,kitob,39.0843,66.8332,90.48,18,0,14.05,UZ,1690220304
